SASI PANTHALAM,129-CHIRAYINKEEZHU,955
SANTHINI,129-CHIRAYINKEEZHU,639
AMBILI.V,129-CHIRAYINKEEZHU,589
AJITH NANDANCODE,129-CHIRAYINKEEZHU,226
SHIBU (ROY KORANI),129-CHIRAYINKEEZHU,206
AJITH,129-CHIRAYINKEEZHU,133
C DIVAKARAN,130-NEDUMANGAD,57745
PALOD RAVI,130-NEDUMANGAD,54124
V V RAJESH,130-NEDUMANGAD,35139
ABDUL SALAM.A,130-NEDUMANGAD,1039
BIPIN .M.I,130-NEDUMANGAD,910
ANDOORKONAM SULFI,130-NEDUMANGAD,503
SHIBU. G,130-NEDUMANGAD,318
PERINJAMMALA AJI,130-NEDUMANGAD,251
SOMAN,130-NEDUMANGAD,217
DIVAKARAN PANI,130-NEDUMANGAD,143
PARIYARAM RAVEENDRAN,130-NEDUMANGAD,80
RAVEENDRAN NAIR,130-NEDUMANGAD,63
D K MURALI,131-VAMANAPURAM,65848
T.SARATHCHANDRAPRASAD,131-VAMANAPURAM,56252
R V NIKHIL,131-VAMANAPURAM,13956
THACHONAM NIZAMUDEEN,131-VAMANAPURAM,1774
ANIL PALODE,131-VAMANAPURAM,901
SUGATHAN. S,131-VAMANAPURAM,517
G. AJITH,131-VAMANAPURAM,515
Irinchayam Suresh,131-VAMANAPURAM,286
O. BINUMON,131-VAMANAPURAM,246
ANIL. K Ponganadu,131-VAMANAPURAM,228
MANIRAJ BHARATHANOOR,131-VAMANAPURAM,123
KADAKAMPALLY SURENDRAN,132-KAZHAKKOOTTAM,50079
V.MURALEEDHARAN,132-KAZHAKKOOTTAM,42732
M.A.VAHEED,132-KAZHAKKOOTTAM,38602
KOCHUMANI,132-KAZHAKKOOTTAM,496
N.A.VAHID PUTHUMANGALAM,132-KAZHAKKOOTTAM,412
ANEESH,132-KAZHAKKOOTTAM,370
SURENDRAN PILLAI,132-KAZHAKKOOTTAM,108
MANIMEKHALA,132-KAZHAKKOOTTAM,84
SASIKALA,132-KAZHAKKOOTTAM,83
MURUKAN.A,132-KAZHAKKOOTTAM,59
MURALEEDHARAN VAISHNAVAM,132-KAZHAKKOOTTAM,58
PRASAD.P,132-KAZHAKKOOTTAM,54
K MURALEEDHARAN,133-VATTIYOORKAVU,51322
KUMMANAM RAJASEKHARAN,133-VATTIYOORKAVU,43700
T.N.SEEMA,133-VATTIYOORKAVU,40441
MEKKANSI K JOHN,133-VATTIYOORKAVU,399
BINU. D,133-VATTIYOORKAVU,147
SAHADEVAN,133-VATTIYOORKAVU,103
K.G. MOHANAN,133-VATTIYOORKAVU,77
BABY. D,133-VATTIYOORKAVU,53
SAJU AMEERDAS,133-VATTIYOORKAVU,48
V.S. SIVAKUMAR,134-THIRUVANANTHAPURAM,46474
ANTONY RAJU,134-THIRUVANANTHAPURAM,35569
SREESANTH,134-THIRUVANANTHAPURAM,34764
BIJU RAMESH,134-THIRUVANANTHAPURAM,5762
Nandavanam Suseelan,134-THIRUVANANTHAPURAM,450
ANTONY RAJU NEW COLONY,134-THIRUVANANTHAPURAM,424
MOHANAMBIKA. D,134-THIRUVANANTHAPURAM,398
P S GOPAKUMAR,134-THIRUVANANTHAPURAM,344
Sivakumar Raveendran Nair,134-THIRUVANANTHAPURAM,208
PRAVEEN ARIMBRATHODIYIL,134-THIRUVANANTHAPURAM,170
M S SUBI,134-THIRUVANANTHAPURAM,113
SIVAKUMAR PUSHKARAN,134-THIRUVANANTHAPURAM,101
O Rajagopal,135-NEMOM,67813
V.SIVANKUTTY,135-NEMOM,59142
V.SURENDRAN PILLAI,135-NEMOM,13860
A.NOUSHAD,135-NEMOM,406
SHAMLAJA BEEVI.B,135-NEMOM,330
J.VIKRAMAN Prachalloor,135-NEMOM,170
JAIN WILSON,135-NEMOM,163
SAILESWARA BABU.N,135-NEMOM,114
K S SABARINADHAN,136-ARUVIKKARA,70910
A A RASHEED,136-ARUVIKKARA,49596
RAJASENAN,136-ARUVIKKARA,20294
M A JALEEL,136-ARUVIKKARA,707
CHITHRALEKHA. E,136-ARUVIKKARA,673
Sabarinath,136-ARUVIKKARA,331
Cherappally Viswanathan,136-ARUVIKKARA,188
Rasheed,136-ARUVIKKARA,158
A P Kakkadu,136-ARUVIKKARA,134
AJITHA B,136-ARUVIKKARA,130
C.K. HARINDRAN,137-PARASSALA,70156
A.T. GEORGE,137-PARASSALA,51590
Karamana Jayan,137-PARASSALA,33028
Binoy S,137-PARASSALA,745
Shaju Paliyodu,137-PARASSALA,732
Dalumugham Johny Thampy,137-PARASSALA,294
Vellarada Mohanraj,137-PARASSALA,287
V Selvan,137-PARASSALA,243
Shajahan Kudappanamoodu,137-PARASSALA,163
I.B. SATHEESH,138-KATTAKKADA,51614
N SHAKTHAN ,138-KATTAKKADA,50765
P.K. KRISHNADAS,138-KATTAKKADA,38700
Biju S R ,138-KATTAKKADA,709
ASHRAF PRAVACHAMBALAM,138-KATTAKKADA,627
S Mini,138-KATTAKKADA,295
K Sasikumar,138-KATTAKKADA,192
M Vincent,139-KOVALAM,60268
Jameela Prakasam,139-KOVALAM,57653
Kovalam T N Suresh,139-KOVALAM,30987
K. R Anish,139-KOVALAM,996
M.C. Jayalal,139-KOVALAM,933
Pramod Kumar,139-KOVALAM,564
Sarasamma T.,139-KOVALAM,558
S Shaji,139-KOVALAM,400
M Sugathan,139-KOVALAM,389
Silvaster,139-KOVALAM,373
K. ANSALAN,140-NEYYATTINKARA,63559
R Selvaraj,140-NEYYATTINKARA,54016
Punchakkari Surendran,140-NEYYATTINKARA,15531
Prabhakaran,140-NEYYATTINKARA,566
Anilkumar,140-NEYYATTINKARA,280
