MUHAMMED RASHEED ARAKKAL,63-GURUVAYOOR,915
C.V. PREMARAJAN,63-GURUVAYOOR,314
ABDULKHADER KUMBILAVALAPPIL,63-GURUVAYOOR,256
SASI ANJOOR,63-GURUVAYOOR,204
MURALI PERUNELLY,64-MANALUR,70422
O ABDU RAHMANKUTTY,64-MANALUR,51097
A N RADHAKRISHNAN,64-MANALUR,37680
HUSSAIR K K,64-MANALUR,1180
ABHAYAN N A,64-MANALUR,588
MOIDUTTY HAJI,64-MANALUR,529
SHAJI KURIAN PANANGHAT,64-MANALUR,262
SOMAN PILLAI,64-MANALUR,132
ANIL AKKARA,65-WADAKKANCHERY,65535
MARY THOMAS,65-WADAKKANCHERY,65492
ULLAS BABU,65-WADAKKANCHERY,26652
GADDAFI A K,65-WADAKKANCHERY,477
P K SUBRAMANIAN,65-WADAKKANCHERY,419
ANIL,65-WADAKKANCHERY,237
K RAJAN,66-OLLUR,71666
M P VINCENT,66-OLLUR,58418
P.K. SANTHOSH (LALA),66-OLLUR,17694
MAJEED MULLAKARA,66-OLLUR,696
SAJIMON MANJAMATTAM,66-OLLUR,334
VINCENT M D MAROTTIKKAL,66-OLLUR,279
K. G. RAJAN,66-OLLUR,267
V. N. ASOKAN,66-OLLUR,214
V S SUNILKUMAR,67-THRISSUR,53664
PADMAJA VENUGOPAL,67-THRISSUR,46677
B GOPALAKRISHNAN,67-THRISSUR,24748
ANTONY J MALIAKAL,67-THRISSUR,256
P S UNNIKRISHNAN,67-THRISSUR,226
RAJI MANI,67-THRISSUR,154
S T PARAMASIVAN,67-THRISSUR,153
M PRADEEPAN ,67-THRISSUR,111
SANTHAKUMARY K V,67-THRISSUR,74
GEETHA GOPI,68-NATTIKA,70218
K.V. DASAN,68-NATTIKA,43441
T.V. BABU,68-NATTIKA,33650
ARUMUGHAN SNEHATHEERAM,68-NATTIKA,534
A K SANTHOSH,68-NATTIKA,530
T K PRASAD,68-NATTIKA,502
N.M. PUSHPANGADHAN,68-NATTIKA,253
CHANDRAN VAKEEL,68-NATTIKA,168
NINU K. B.,68-NATTIKA,163
SIVADAS N,68-NATTIKA,150
E T TAISON MASTER,69-KAIPAMANGALAM,66824
M T MUHAMMED NAHAS,69-KAIPAMANGALAM,33384
UNNIKRISHNAN THASHNATH,69-KAIPAMANGALAM,30041
K K SHAJAHAN,69-KAIPAMANGALAM,2002
ABDUL KAREEM P M,69-KAIPAMANGALAM,624
K H MOHAMMED RAFEEK,69-KAIPAMANGALAM,564
P A KUTTAPPAN,69-KAIPAMANGALAM,257
BIJU ITTITHARA,69-KAIPAMANGALAM,238
N D VENU,69-KAIPAMANGALAM,227
K.U. ARUNAN,70-IRINJALAKKUDA,59730
THOMAS UNNIYADAN,70-IRINJALAKKUDA,57019
SANTHOSH CHERAKULAM,70-IRINJALAKKUDA,30420
V.C. UNNIKRISHNAN,70-IRINJALAKKUDA,639
DAVIS CHATHELI,70-IRINJALAKKUDA,345
AYYAPPAN MANAYKAL,70-IRINJALAKKUDA,314
C RAVEENDRANATH,71-PUTHUKKAD,79464
SUNDARAN KUNNATHULLY,71-PUTHUKKAD,40986
A NAGESH (PARAMESWARAN),71-PUTHUKKAD,35833
ASIF NIYAS,71-PUTHUKKAD,519
C V VIJAYAN,71-PUTHUKKAD,431
SANTHOSH POLAKULATH,71-PUTHUKKAD,239
JAYAN KONIKKARA,71-PUTHUKKAD,237
SANTHOSH IYTHADAN,71-PUTHUKKAD,233
B D DEVASSY,72-CHALAKKUDY,74251
T U RADHAKRISHNAN,72-CHALAKKUDY,47603
UNNIKRISHNAN K A,72-CHALAKKUDY,26229
AYYAPPAN VAZHZVALAPPIL,72-CHALAKKUDY,561
JIJO,72-CHALAKKUDY,367
SABU CHATHELY,72-CHALAKKUDY,304
A E SABIRA,72-CHALAKKUDY,191
N A DEVASSY NELLIPPILLY,72-CHALAKKUDY,149
V R SUNILKUMAR,73-KODUNGALLUR,67909
K P DHANAPALAN,73-KODUNGALLUR,45118
SANGEETHA VISWANATHAN,73-KODUNGALLUR,32793
A K MANAF ,73-KODUNGALLUR,558
C K RADHAKRISHNAN,73-KODUNGALLUR,411
P K SUBRAMANIAN,73-KODUNGALLUR,367
RAJAN PAINAT,73-KODUNGALLUR,210
C S KRISHNAKUMAR,73-KODUNGALLUR,200
KATTU KANDATHIL JOSHY KUMAR,73-KODUNGALLUR,125
ELDHOSE KUNNAPPILLY,74-PERUMBAVOOR,64285
SAJU PAUL,74-PERUMBAVOOR,57197
E S BIJU,74-PERUMBAVOOR,19731
V K SHOUKKATH ALI,74-PERUMBAVOOR,2061
THOMAS K GEORGE,74-PERUMBAVOOR,971
JOHN PERUVANTHANAM,74-PERUMBAVOOR,385
M M YOOSAF,74-PERUMBAVOOR,134
P K SIVAN,74-PERUMBAVOOR,132
ROJI M JOHN,75-ANGAMALY,66666
BENNY MOONJELY,75-ANGAMALY,57480
P J BABU,75-ANGAMALY,9014
JAYANTHI AVINASH,75-ANGAMALY,742
M K KANJANAVALLY,75-ANGAMALY,595
P R MANIKYAMANGALAM (P R MOHANAN),75-ANGAMALY,385
SUNNY THOMAS MADASSERY,75-ANGAMALY,245
SHAJAN THATTIL,75-ANGAMALY,219
ANWAR SADATH,76-ALUVA,69568
V SALEEM,76-ALUVA,50733
LATHA GANGADHARAN,76-ALUVA,19349
SAMAD P I,76-ALUVA,2031
JOSE MAVELY,76-ALUVA,1726
AJMAL ISMAYIL,76-ALUVA,1716
NAZAR KODIKUTHUMALA,76-ALUVA,480
SHAMSUDEEN C A,76-ALUVA,138
A. BRAHMAKUMAR,76-ALUVA,114
REJIMON,76-ALUVA,114
KHALID MUNDAPPILLY,76-ALUVA,86
V K EBRAHIM KUNJU,77-KALAMASSERY,68726
A M YOUSAF,77-KALAMASSERY,56608
V GOPAKUMAR,77-KALAMASSERY,24244
SHAFEER MUHAMMED,77-KALAMASSERY,1706
PREMA G PISHARADY,77-KALAMASSERY,1391
V.M. ALIYAR,77-KALAMASSERY,634
UNNIKRISHNAN N A,77-KALAMASSERY,182
YUSSUF KODOPPILLY,77-KALAMASSERY,155
P K YOUSEF PANTHALAKKODATH,77-KALAMASSERY,155
V D SATHEESAN,78-PARAVUR,74985
SARADA MOHAN,78-PARAVUR,54351
HARI VIJAYAN,78-PARAVUR,28097
V M FAIZAL,78-PARAVUR,923
SIJIKUMAR K K,78-PARAVUR,557
SHINSA SELVARAJ,78-PARAVUR,302
SATHYANESAN,78-PARAVUR,261
JOSE THOMAS,78-PARAVUR,200
S SARMA,79-VYPEN,68526
K R SUBHASH,79-VYPEN,49173
VAMALOCHANAN K K,79-VYPEN,10051
JYOTHIVAS PARAVUR,79-VYPEN,1406
MANJULADEVI,79-VYPEN,248
RAJEEV NAAGAN,79-VYPEN,231
SUBHASH K S KIZHAKKE PADATHARA,79-VYPEN,217
K D VISWANATHAN,79-VYPEN,183
KODICKAL SADASIVAN,79-VYPEN,136
S D SATHEESH,79-VYPEN,88
K J MAXI,80-KOCHI,47967
DOMINIC PRESENTATION,80-KOCHI,46881
PRAVEEN DHAMODARA PRABHU,80-KOCHI,15212
K J LEENUS,80-KOCHI,7588
A.S. MUHAMMED,80-KOCHI,2357
SULFIKAR ALI,80-KOCHI,2108
T.P. ANTONY,80-KOCHI,386
JOHNY STEPHEN,80-KOCHI,180
JAYARAJ K S,80-KOCHI,172
ABDUL SAMAD,80-KOCHI,101
M SWARAJ,81-THRIPUNITHURA,62697
K BABU,81-THRIPUNITHURA,58230
THURAVOOR VISWAMBHARAN,81-THRIPUNITHURA,29843
T.A. KAMARUDHEEN,81-THRIPUNITHURA,683
SUDHEER YUSUF,81-THRIPUNITHURA,594
PADMINI D NETTOOR,81-THRIPUNITHURA,410
SWARAJ MANICKATHAN,81-THRIPUNITHURA,394
SAJU KOLATTUKUDI,81-THRIPUNITHURA,172
SUDHA M P,81-THRIPUNITHURA,156
SONIA JOSE,81-THRIPUNITHURA,128
GIREESH BABU,81-THRIPUNITHURA,122
K.N. PRADEEP,81-THRIPUNITHURA,116
AYYAPPAN,81-THRIPUNITHURA,112
HIBI EADEN,82-ERANAKULAM,57819
M ANIL KUMAR,82-ERANAKULAM,35870
N K MOHANDAS,82-ERANAKULAM,14878
IQBAL THAMARASSERY,82-ERANAKULAM,397
RUBESH JIMMI MADATHIPARAMBAN,82-ERANAKULAM,258
JOSSEY MATHEW,82-ERANAKULAM,117
ANILKUMAR ANANTHAPURAM,82-ERANAKULAM,115
ANILKUMAR PULIYOTH,82-ERANAKULAM,114
P.T. THOMAS,83-THRIKKAKARA,61451
SEBASTIAN PAUL,83-THRIKKAKARA,49455
S. SAJI,83-THRIKKAKARA,21247
K.M. SHAJAHAN,83-THRIKKAKARA,956
SHIBU P.A,83-THRIKKAKARA,346
VINOD P K,83-THRIKKAKARA,175
SILVI SUNIL,83-THRIKKAKARA,147
SRREDHARAN,83-THRIKKAKARA,82
LAL VISWAN,83-THRIKKAKARA,60
RAHUL R,83-THRIKKAKARA,58
P.H. RAMACHANDRAN,83-THRIKKAKARA,52
V P SAJEENDRAN,84-KUNNATHUNAD,65445
SHIJI SHIVAJI,84-KUNNATHUNAD,62766
THURAVOOR SURESH,84-KUNNATHUNAD,16459
N.O. KUTTAPPAN,84-KUNNATHUNAD,1263
ORNA KRISHNANKUTTY,84-KUNNATHUNAD,653
SAJEENDRAN PARAPPURATHU,84-KUNNATHUNAD,436
MANOJ,84-KUNNATHUNAD,116
ANOOP JACOB,85-PIRAVOM,73770
M.J. JACOB,85-PIRAVOM,67575
C.P. SATHYAN,85-PIRAVOM,17503
GIREESH,85-PIRAVOM,485
K.O. SUDHEER,85-PIRAVOM,342
ANOOP,85-PIRAVOM,298
RAJAN,85-PIRAVOM,233
ELDHO ABRAHAM,86-MUVATTUPUZHA,70269
JOSEPH VAZHACKAN,86-MUVATTUPUZHA,60894
P J THOMAS,86-MUVATTUPUZHA,9759
P K ABOOBACKAR THANGAL (KHAMARUDHEEN THA,86-MUVATTUPUZHA,513
P P MOIDEENKUNJU,86-MUVATTUPUZHA,428
JUSTIN T D,86-MUVATTUPUZHA,120
ANTONY JOHN,87-KOTHAMANGALAM,65467
T.U.KURUVILLA,87-KOTHAMANGALAM,46185
"P C CYRIAC, I.A.S.(RETD)",87-KOTHAMANGALAM,12926
N.A. ANAS,87-KOTHAMANGALAM,1490
YAHIYA THANGAL,87-KOTHAMANGALAM,775
T.K.KURUVILA THOTTATHIL,87-KOTHAMANGALAM,357
CHERIYAN ABRAHAM,87-KOTHAMANGALAM,261
ANTO JOHNY,87-KOTHAMANGALAM,163
S RAJENDRAN,88-DEVIKULAM,49510
A K MONI,88-DEVIKULAM,43728
R M DHANALAKSHMI,88-DEVIKULAM,11613
N CHANDRAN,88-DEVIKULAM,9592
J. RAJESWARY,88-DEVIKULAM,650
RAJENDRAN R,88-DEVIKULAM,485
C K GOVINDAN,88-DEVIKULAM,303
K. MANIKANDAN,88-DEVIKULAM,267
PANDIRAJ,88-DEVIKULAM,184
K P AYYAPPAN,88-DEVIKULAM,129
M.M. MANI,89-UDUMBANCHOLA,50813
SENAPATHY VENU,89-UDUMBANCHOLA,49704
SAJI PARAMBATHU,89-UDUMBANCHOLA,21799
B. SOMAN,89-UDUMBANCHOLA,1651
SHANAVAS BAKER,89-UDUMBANCHOLA,831
RAJU MANJAKKUNNEL,89-UDUMBANCHOLA,486
M.J. FRANCIS,89-UDUMBANCHOLA,132
P.J. JOSEPH,90-THODUPUZHA,76564
ROY VARICATTU,90-THODUPUZHA,30977
S PRAVEEN,90-THODUPUZHA,28845
ROY ARACKAL,90-THODUPUZHA,1294
NISHA JIMMY,90-THODUPUZHA,811
NAJEEB KALARICKAL,90-THODUPUZHA,710
P.J. AMBILY,90-THODUPUZHA,440
SANTHOSH P K,90-THODUPUZHA,292
K M VEENAS,90-THODUPUZHA,228
PAREETH,90-THODUPUZHA,194
ROSHY AUGUSTINE,91-IDUKKI,60556
K. FRANCIS GEORGE,91-IDUKKI,51223
BIJU MADHAVAN,91-IDUKKI,27403
SABU KOCHUPARAMPIL,91-IDUKKI,566
P.T. POOMKUDI,91-IDUKKI,436
BABU KOZHIMALA,91-IDUKKI,411
IDUKKI RAVI,91-IDUKKI,250
E S BIJIMOL,92-PEERUMADE,56584
SYRIAC THOMAS,92-PEERUMADE,56270
KUMAR,92-PEERUMADE,11833
ABDUL KADAR,92-PEERUMADE,2862
BENNY THOMAS,92-PEERUMADE,489
RAMASWAMY GOVINDAN,92-PEERUMADE,175
JOSEPH M T,92-PEERUMADE,107
K M MANI,93-PALA,58884
MANI C KAPPEN,93-PALA,54181
N HARI,93-PALA,24821
JOSE THOMAS PANDIYAMMAKKAL,93-PALA,489
ANTONY,93-PALA,217
SHAIJU PONKUNNAM,93-PALA,103
HASSAN KUNJU P S,93-PALA,90
BABU,93-PALA,83
MONS JOSEPH,94-KADUTHURUTHY,73793
SCARIA THOMAS,94-KADUTHURUTHY,31537
STEPHEN CHAZHIKADAN,94-KADUTHURUTHY,17536
GINISH JOHN M,94-KADUTHURUTHY,1473
T P KUTTAPPAN KURUPPANTHARA,94-KADUTHURUTHY,968
RAJEEV KIDANGOOR,94-KADUTHURUTHY,332
C K ASHA,95-VAIKOM,61997
A SANEESHKUMAR,95-VAIKOM,37413
N K NEELAKANDAN MASTER,95-VAIKOM,30067
K C CHANDRASEKHARAN,95-VAIKOM,540
SUBEESH SURENDRAN,95-VAIKOM,489
ANILA BOSE,95-VAIKOM,420
K C PRAKASH,95-VAIKOM,204
KUTTAN KATTACHIRA,95-VAIKOM,118
SURESH KURUP,96-ETTUMANOOR,53805
THOMAS CHAZHIKADAN,96-ETTUMANOOR,44906
A G THANKAPPAN,96-ETTUMANOOR,27540
JOSEMON MUNDACKAL,96-ETTUMANOOR,3774
ABDUL NAZAR,96-ETTUMANOOR,706
C P RAJESH,96-ETTUMANOOR,453
M S NOUSHAD,96-ETTUMANOOR,338
ASHARAJ,96-ETTUMANOOR,182
THIRUVANCHOOR RADHAKRISHNAN,97-KOTTAYAM,73894
REJI SAKHARIYA,97-KOTTAYAM,40262
M S KARUNAKARAN,97-KOTTAYAM,12582
P K GEETHA KRISHNAN,97-KOTTAYAM,651
ROY CHEMMANAM,97-KOTTAYAM,403
REJITHA JAYARAM,97-KOTTAYAM,182
JOHN JOY,97-KOTTAYAM,88
PAYAS C P,97-KOTTAYAM,58
OOMMEN CHANDY,98-PUTHUPPALLY,71597
JAICK C THOMAS,98-PUTHUPPALLY,44505
GEORGE KURIAN,98-PUTHUPPALLY,15993
SHIBU PARAKADAVAN,98-PUTHUPPALLY,911
M V CHERIAN,98-PUTHUPPALLY,131
K M SHIVAPRASAD GANDHI,98-PUTHUPPALLY,103
A K SHAJI,98-PUTHUPPALLY,64
JIJO,98-PUTHUPPALLY,51
JOSEPH T M,98-PUTHUPPALLY,49
C F THOMAS,99-CHANGANASSERY,50371
K C JOSEPH,99-CHANGANASSERY,48522
ETTUMANOOR RADHAKRISHNAN,99-CHANGANASSERY,21455
ALTHAPH HASSAN,99-CHANGANASSERY,1797
SOJAN PAVIYANOSE,99-CHANGANASSERY,1050
RAJI RAJAN,99-CHANGANASSERY,676
SURESH K,99-CHANGANASSERY,596
K N RAJAN,99-CHANGANASSERY,312
BABU VARGESE,99-CHANGANASSERY,292
KUNJUMON ABRAHAM,99-CHANGANASSERY,151
N JAYARAJ,100-KANJIRAPPALLY,53126
V. B. BINU,100-KANJIRAPPALLY,49236
V N MANOJ,100-KANJIRAPPALLY,31411
ARUN M JOHN,100-KANJIRAPPALLY,1113
MUHAMMED SIYAD,100-KANJIRAPPALLY,839
MANOJ ARUVIKKUZHY,100-KANJIRAPPALLY,138
ACHUTHAN K P,100-KANJIRAPPALLY,137
SAJAN C MADHAVAN,100-KANJIRAPPALLY,90
P C GEORGE PLATHOTTAM,101-POONJAR,63621
GEORGEKUTTY AUGUSTY,101-POONJAR,35800
P C JOSEPH PONNATTU,101-POONJAR,22270
M R ULLAS,101-POONJAR,19966
P A ABDUL HAKKIM,101-POONJAR,804
NISHAD NADAKAL,101-POONJAR,530
SAINULLAUDEEN,101-POONJAR,525
INDULEKHA JOSEPH,101-POONJAR,397
GEORGEKUTTY SEBASTIAN,101-POONJAR,375
JOSEPH P C PURATHAYIL,101-POONJAR,234
SIYAM P ASHRAF,101-POONJAR,194
GEORGE CHACKO,101-POONJAR,166
RAJU VATTAPPARA,101-POONJAR,148
JAMES JOSEPH,101-POONJAR,143
SANTHOSH CHENNADU,101-POONJAR,96
T M SURENDRAN,101-POONJAR,94
ABRAHAM,101-POONJAR,77
A.M. ARIFF,102-AROOR,84720
C.R. JAYAPRAKASH,102-AROOR,46201
ANIYAPPAN,102-AROOR,27753
MOHAN CHACKO,102-AROOR,761
K.PRATHAPAN,102-AROOR,556
LIYAKATHALI,102-AROOR,434
FAIZAL,102-AROOR,433
THURAVOOR RAJASEKHARAN,102-AROOR,281
P. THILOTHAMAN,103-CHERTHALA,81197
S. SARATH,103-CHERTHALA,74001
P.S. RAJEEV,103-CHERTHALA,19614
C.P.THILAKAN,103-CHERTHALA,845
S. SARATH KANNATTUCHIRA NIKARTH,103-CHERTHALA,639
SONNYMON K MATHEW,103-CHERTHALA,348
VAYALAR RAJEEVAN,103-CHERTHALA,174
K.V. JOSEPH,103-CHERTHALA,150
T.M. THOMAS ISAAC,104-ALAPPUZHA,83211
LALY VINCENT,104-ALAPPUZHA,52179
RANJIT SREENIVAS,104-ALAPPUZHA,18214
P.A. SULAIMAN KUNJU,104-ALAPPUZHA,703
K. MUJEEB,104-ALAPPUZHA,481
K.A.VINOD,104-ALAPPUZHA,244
PREMJI.K.P,104-ALAPPUZHA,149
PRASANTH,104-ALAPPUZHA,113
G.SUDHAKARAN,105-AMBALAPUZHA,63069
SHAIK.P. HARRIZ,105-AMBALAPUZHA,40448
L.P. JAYACHANDRAN,105-AMBALAPUZHA,22730
K.S. SHAN,105-AMBALAPUZHA,1622
R. ARJUNAN,105-AMBALAPUZHA,1439
NASSAR. M. PYNGAMADOM,105-AMBALAPUZHA,1053
A.ANSARI,105-AMBALAPUZHA,931
NASAR ARATTUPUZHA,105-AMBALAPUZHA,878
JOSEPH KUTTIKKADAN,105-AMBALAPUZHA,266
P.G. SUGUNAN,105-AMBALAPUZHA,231
THOMAS CHANDY,106-KUTTANAD,50114
JACOB ABRAHAM,106-KUTTANAD,45223
SUBHASH VASU,106-KUTTANAD,33044
NANDANAN VALIYAPARAMBU,106-KUTTANAD,371
SANIL.P.M(SUNNY PATHINARIL),106-KUTTANAD,354
JOSE KOIPPALLY,106-KUTTANAD,263
JACOB ABRAHAM PANAVELIL,106-KUTTANAD,262
MOHANAN,106-KUTTANAD,105
RAMESH CHENNITHALA,107-HARIPAD,75980
P. PRASAD,107-HARIPAD,57359
D. ASWANI DEV,107-HARIPAD,12985
VARKALA RAJ,107-HARIPAD,623
ASHABUL HAQ,107-HARIPAD,512
C. BALAKRISHNAN,107-HARIPAD,417
SIDHARTHAN KARUVATTA,107-HARIPAD,149
A. MUHAMMED,107-HARIPAD,147
SAMUDAYATHIL RAVI R UNNITHAN,107-HARIPAD,93
PRADEEP KARIPUZHA,107-HARIPAD,87
SATHEESHKUMAR B,107-HARIPAD,75
D PRASOOL PRAKASH,107-HARIPAD,46
PRASAD UNIKKANTHARA,107-HARIPAD,38
U. PRATHIBHA HARI,108-KAYAMKULAM,72956
M. LIJU,108-KAYAMKULAM,61099
SHAJI.M.PANICKER,108-KAYAMKULAM,20000
MUTTOM NAZAR,108-KAYAMKULAM,1125
P MANIYAPPAN ACHARY,108-KAYAMKULAM,745
G. VEENA,108-KAYAMKULAM,177
AJITH P,108-KAYAMKULAM,159
LIJU M VALLIYATHU,108-KAYAMKULAM,87
R.RAJESH,109-MAVELIKARA,74555
BAIJU KALASALA,109-MAVELIKARA,43013
P.M.VELAYUDHAN,109-MAVELIKARA,30929
ASHA.T,109-MAVELIKARA,242
KATTANAM SURESH,109-MAVELIKARA,213
AJEESHKUMAR,109-MAVELIKARA,213
K.K. RAMACHANDRAN NAIR,110-CHENGANNUR,52880
P.C. VISHNUNATH,110-CHENGANNUR,44897
P.S SREEDHARAN PILLAI,110-CHENGANNUR,42682
SOBHANA GEORGE,110-CHENGANNUR,3966
ALEX,110-CHENGANNUR,483
E.T. SASI,110-CHENGANNUR,247
MATHEW T THOMAS,111-THIRUVALLA,59660
JOSEPH M PUTHUSSERY,111-THIRUVALLA,51398
AKKERAMAN KALIDASAN BHATTATHIRIPAD,111-THIRUVALLA,31439
SAJI KADAMPANAD,111-THIRUVALLA,756
SIMI M JACOB,111-THIRUVALLA,444
CHERIAN M V,111-THIRUVALLA,366
RAJU ABRAHAM,112-RANNI,58749
MARIAMMA CHERIAN,112-RANNI,44153
K. PADMAKUMAR,112-RANNI,28201
PRASAD UTHIMOODU,112-RANNI,1072
FAWSEENA THAKBEER,112-RANNI,862
GEETHAMMA MADHAVAN,112-RANNI,298
VARUGHESE THOMAS,112-RANNI,154
VEENA GEORGE,113-ARANMULA,64523
K SIVADASAN NAIR,113-ARANMULA,56877
M T RAMESH,113-ARANMULA,37906
T. AMRITHAKUMAR,113-ARANMULA,548
SREEKANTH M VALLAKKOTT,113-ARANMULA,252
CHANDRAN,113-ARANMULA,249
ANIL KUMAR K G,113-ARANMULA,217
HABEEB REHMAN,113-ARANMULA,187
SHAJI MEZHUVELI,113-ARANMULA,104
ADOOR PRAKASH,114-KONNI,72800
R. SANAL KUMAR,114-KONNI,52052
ASOKA KUMAR D,114-KONNI,16713
REYASH,114-KONNI,401
JOSHY JOSEPH,114-KONNI,365
SURESH V,114-KONNI,249
BIJU ELAMANNOOR,114-KONNI,133
VISHNU S,114-KONNI,96
CHITTAYAM GOPAKUMAR,115-ADOOR,76034
K.K. SHAJU,115-ADOOR,50574
P. SUDHEER,115-ADOOR,25940
JYOTHISH PERUMPULICKAL,115-ADOOR,673
PLAVINAL SANTHOSH,115-ADOOR,410
AJITHA P,115-ADOOR,408
VISHNU RAJ T,115-ADOOR,307
R.RAMACHANDRAN,116-KARUNAGAPPALLY,69902
C.R.MAHESH,116-KARUNAGAPPALLY,68143
V. SADHASIVAN,116-KARUNAGAPPALLY,19115
A.K.SALAHUDHEEN,116-KARUNAGAPPALLY,1738
MYLAKKADU SHAH,116-KARUNAGAPPALLY,1620
GOPALAKRISHNAN,116-KARUNAGAPPALLY,649
RAMACHANDRAN K S PURAM,116-KARUNAGAPPALLY,594
N.VIJAYAN PILLAI,117-CHAVARA,64666
SHIBU BABYJOHN,117-CHAVARA,58477
M.SUNIL,117-CHAVARA,10276
SHAHUL THENGUMTHARA,117-CHAVARA,1439
ANSAR THEVALAKKARA,117-CHAVARA,1106
SHIBU,117-CHAVARA,427
THEVALAKKARA MANOJ,117-CHAVARA,403
ABU MUHAMMED,117-CHAVARA,228
ANILKUMAR KALLAMBALAM,117-CHAVARA,162
V.SUBASH,117-CHAVARA,121
CHELLAPPAN,117-CHAVARA,121
KARAMKODE BALAKRISHNAN,117-CHAVARA,93
KOVOOR KUNJUMON,118-KUNNATHUR,75725
ULLAS KOVUR,118-KUNNATHUR,55196
THAZHAVA SAHADEVAN,118-KUNNATHUR,21742
THULASEEDHARAN PALLICKAL,118-KUNNATHUR,1698
KUNJUMON,118-KUNNATHUR,1516
C.K GOPI,118-KUNNATHUR,1422
V. REMADEVI,118-KUNNATHUR,740
MANILAL M,118-KUNNATHUR,718
P.AISHA POTTY,119-KOTTARAKKARA,83443
SAVIN SATHYAN,119-KOTTARAKKARA,40811
RAJESWARY RAJENDRAN,119-KOTTARAKKARA,24062
MADHU.B,119-KOTTARAKKARA,491
R.SUKUMARAN,119-KOTTARAKKARA,386
VELIYAM SHAJI,119-KOTTARAKKARA,325
HARIPRASAD,119-KOTTARAKKARA,173
AJAYAKUMAR THANKAPPAN,119-KOTTARAKKARA,80
K.B. GANESH KUMAR,120-PATHANAPURAM,74429
P.V JAGADISHKUMAR,120-PATHANAPURAM,49867
REGHU DAMODHARAN (BHEEMAN REGHU),120-PATHANAPURAM,11700
FAIZY M PASHA,120-PATHANAPURAM,3843
PERINAD GOPALAKRISHNAN,120-PATHANAPURAM,846
REGHU.P,120-PATHANAPURAM,366
SUDHEER.M.G,120-PATHANAPURAM,254
CHANDRASEHKARA PILLAI M.G,120-PATHANAPURAM,194
MADHU.R,120-PATHANAPURAM,105
K.RAJU,121-PUNALOOR,82136
A.YOUNUS KUNJU,121-PUNALOOR,48554
SISSIL FERNANDEZ,121-PUNALOOR,10558
K.SASANKAN,121-PUNALOOR,1117
NETTAYAM SUJI,121-PUNALOOR,639
SATHEESHKUMAR.B,121-PUNALOOR,415
NAVAS.M,121-PUNALOOR,164
MULLAKKARA RETNAKARAN,122-CHADAYAMANGALAM,71262
M M HASSAN,122-CHADAYAMANGALAM,49334
K SIVADASAN,122-CHADAYAMANGALAM,19259
JALEEL KADAKKAL,122-CHADAYAMANGALAM,1445
SAJEED KHALEEDU,122-CHADAYAMANGALAM,1222
MUHAMMED NAJIM.S,122-CHADAYAMANGALAM,1098
SUNNY ITTIVA,122-CHADAYAMANGALAM,538
SREEJITH S,122-CHADAYAMANGALAM,284
J.MERCY KUTTY AMMA,123-KUNDARA,79047
RAJMOHAN UNNITHAN,123-KUNDARA,48587
M S SYAM KUMAR,123-KUNDARA,20257
SHARAFATH MALLAM,123-KUNDARA,1325
KABEER KUTTY.I.PUTHEZHAM,123-KUNDARA,1132
S.M.JABER,123-KUNDARA,698
VIJAYAKUMAR,123-KUNDARA,485
V ANTONY,123-KUNDARA,340
M MUKESH,124-KOLLAM,63103
SOORAJ RAVI,124-KOLLAM,45492
K. SASIKUMAR,124-KOLLAM,17409
JOHNSON KANDACHIRA,124-KOLLAM,1576
K. BALAKRISHNAN,124-KOLLAM,431
NARAYANAN NAIR,124-KOLLAM,209
S. CHANDRAN,124-KOLLAM,174
M. NOUSHAD,125-ERAVIPURAM,65392
A.A.AZEEZ,125-ERAVIPURAM,36589
AKKAVILA SATHEEK,125-ERAVIPURAM,19714
AYATHIL RAZAK,125-ERAVIPURAM,988
MUHAMMED ISMAIL,125-ERAVIPURAM,643
MANOJ,125-ERAVIPURAM,463
VINOD B.,125-ERAVIPURAM,232
G.S.JAYALAL,126-CHATHANNOOR,67606
B B GOPAKUMAR,126-CHATHANNOOR,33199
SOORANAD RAJASEKHARAN,126-CHATHANNOOR,30139
RAJU T,126-CHATHANNOOR,658
SALIMRAJ A,126-CHATHANNOOR,491
VELAYUDHAN PILLAI,126-CHATHANNOOR,290
JAYAKALA L,126-CHATHANNOOR,212
V JOY ,127-VARKALA,53102
VARKALA KAHAR,127-VARKALA,50716
AJI S R M,127-VARKALA,19872
VARKALA R LINEES,127-VARKALA,1888
ABDUL SALAM,127-VARKALA,466
SUNILKUMAR S,127-VARKALA,357
SUDEVAN,127-VARKALA,351
NADAYARA JABBAR,127-VARKALA,297
BHASIDHARAN NAIR,127-VARKALA,138
SALU R,127-VARKALA,135
VARKALA SABESAN,127-VARKALA,126
VIVEKANANDAN,127-VARKALA,101
B.SATYAN,128-ATTINGAL,72808
K CHANDRABABU,128-ATTINGAL,32425
RAJI PRASAD,128-ATTINGAL,27602
M.K.MANOJKUMAR,128-ATTINGAL,1437
K.SIVANANDAN,128-ATTINGAL,789
RAJESH.R,128-ATTINGAL,639
B JAYANTHAKUMAR,128-ATTINGAL,597
C.R.THULASI,128-ATTINGAL,411
PRATHEESHKUMAR.P,128-ATTINGAL,162
V SASI,129-CHIRAYINKEEZHU,64692
K.S.AJITH KUMAR,129-CHIRAYINKEEZHU,50370
P.P.VAVA,129-CHIRAYINKEEZHU,19478
